query,sku,rank_ht,type_ht,found_ht,new_ht,score_ht,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
tivo,9745228,18,hand_tuned,True,False,0.05187861,18,ltr_hand_tuned,True,False,0.41982162
tivo,3438692,28,hand_tuned,True,False,0.04983068,28,ltr_hand_tuned,True,False,0.4177737
tivo,9119642,41,hand_tuned,True,False,0.016322264,41,ltr_hand_tuned,True,False,0.39824474
tivo,8724124,86,hand_tuned,True,False,3e-07,86,ltr_hand_tuned,True,False,0.36794332
tivo,8234118,93,hand_tuned,True,False,3e-07,93,ltr_hand_tuned,True,False,0.36794332
tivo,9909482,94,hand_tuned,True,False,3e-07,94,ltr_hand_tuned,True,False,0.36794332
uniden,2308146,14,hand_tuned,True,False,0.05013622,14,ltr_hand_tuned,True,False,0.41807923
uniden,2308173,15,hand_tuned,True,False,0.05013052,15,ltr_hand_tuned,True,False,0.41807353
uniden,9036303,24,hand_tuned,True,False,0.047796424,24,ltr_hand_tuned,True,False,0.41573945
uniden,2038089,25,hand_tuned,True,False,0.04778372,25,ltr_hand_tuned,True,False,0.41572675
uniden,2038098,26,hand_tuned,True,False,0.04778372,26,ltr_hand_tuned,True,False,0.41572675
uniden,9044321,33,hand_tuned,True,False,0.045652624,33,ltr_hand_tuned,True,False,0.41359565
uniden,1210376,37,hand_tuned,True,False,0.043705247,37,ltr_hand_tuned,True,False,0.41164827
uniden,9036642,50,hand_tuned,True,False,0.04224463,50,ltr_hand_tuned,True,False,0.41018766
uniden,9535559,51,hand_tuned,True,False,0.042218808,51,ltr_hand_tuned,True,False,0.41016182
uniden,9604444,52,hand_tuned,True,False,0.041919913,52,ltr_hand_tuned,True,False,0.40986294
uniden,2961642,54,hand_tuned,True,False,0.041914657,54,ltr_hand_tuned,True,False,0.4098577
uniden,9871704,65,hand_tuned,True,False,0.041914314,65,ltr_hand_tuned,True,False,0.40985733
uniden,9345032,89,hand_tuned,True,False,0.038765807,89,ltr_hand_tuned,True,False,0.40670884
uniden,2308085,90,hand_tuned,True,False,0.038743306,90,ltr_hand_tuned,True,False,0.40668634
uniden,6211878,147,hand_tuned,True,False,0.036273003,147,ltr_hand_tuned,True,False,0.40421602
uniden,9297735,154,hand_tuned,True,False,0.03601594,154,ltr_hand_tuned,True,False,0.40395895
uniden,2256213,167,hand_tuned,True,False,0.03601568,167,ltr_hand_tuned,True,False,0.4039587
uniden,8724124,215,hand_tuned,True,False,1.4000001e-06,215,ltr_hand_tuned,True,False,0.36794442
alarm clock,9209251,14,hand_tuned,True,False,1.8165469,14,ltr_hand_tuned,True,False,2.18449
alarm clock,2205052,15,hand_tuned,True,False,1.736251,15,ltr_hand_tuned,True,False,2.104194
alarm clock,3316142,19,hand_tuned,True,False,0.79060835,19,ltr_hand_tuned,True,False,1.1585513
alarm clock,9809562,24,hand_tuned,True,False,0.453027,24,ltr_hand_tuned,True,False,0.82097006
alarm clock,9183242,26,hand_tuned,True,False,0.28939095,26,ltr_hand_tuned,True,False,0.65733397
alarm clock,1288354,35,hand_tuned,True,False,0.08396143,35,ltr_hand_tuned,True,False,0.45190445
alarm clock,2106283,38,hand_tuned,True,False,0.08020278,38,ltr_hand_tuned,True,False,0.4481458
alarm clock,2681202,55,hand_tuned,True,False,0.07647717,55,ltr_hand_tuned,True,False,0.4444202
alarm clock,9215217,59,hand_tuned,True,False,0.07647572,59,ltr_hand_tuned,True,False,0.44441873
alarm clock,1186366,122,hand_tuned,True,False,0.07320731,122,ltr_hand_tuned,True,False,0.44115034
alarm clock,9337103,170,hand_tuned,True,False,0.070210434,170,ltr_hand_tuned,True,False,0.43815345
alarm clock,2954111,174,hand_tuned,True,False,0.07021026,174,ltr_hand_tuned,True,False,0.43815327
alarm clock,9798717,208,hand_tuned,True,False,0.070209734,208,ltr_hand_tuned,True,False,0.43815276
alarm clock,3276632,209,hand_tuned,True,False,0.06767001,209,ltr_hand_tuned,True,False,0.43561304
alarm clock,9899581,221,hand_tuned,True,False,0.06744845,221,ltr_hand_tuned,True,False,0.4353915
alarm clock,1997057,241,hand_tuned,True,False,0.06270499,241,ltr_hand_tuned,True,False,0.430648
alarm clock,2481046,248,hand_tuned,True,False,0.06033092,248,ltr_hand_tuned,True,False,0.42827395
alarm clock,9504299,250,hand_tuned,True,False,0.060330525,250,ltr_hand_tuned,True,False,0.42827356
alarm clock,2873068,274,hand_tuned,True,False,0.056364,274,ltr_hand_tuned,True,False,0.42430702
alarm clock,9798699,275,hand_tuned,True,False,0.056363665,275,ltr_hand_tuned,True,False,0.4243067
alarm clock,2871825,284,hand_tuned,True,False,0.05457023,284,ltr_hand_tuned,True,False,0.42251325
htc flyer,2824228,499,hand_tuned,True,False,2.0000002e-07,499,ltr_hand_tuned,True,False,0.36794323
flash drive,9737178,2,hand_tuned,True,False,1265.1761,2,ltr_hand_tuned,True,False,1265.5441
flash drive,9193963,3,hand_tuned,True,False,1086.4034,3,ltr_hand_tuned,True,False,1086.7714
flash drive,9737196,5,hand_tuned,True,False,1032.8267,5,ltr_hand_tuned,True,False,1033.1946
flash drive,9226875,9,hand_tuned,True,False,578.67773,9,ltr_hand_tuned,True,False,579.04565
flash drive,9226777,11,hand_tuned,True,False,508.06277,11,ltr_hand_tuned,True,False,508.43073
flash drive,9226759,12,hand_tuned,True,False,485.0132,12,ltr_hand_tuned,True,False,485.38116
flash drive,9288807,18,hand_tuned,True,False,447.1446,18,ltr_hand_tuned,True,False,447.51254
flash drive,2300348,20,hand_tuned,True,False,378.5752,20,ltr_hand_tuned,True,False,378.94315
flash drive,2300375,61,hand_tuned,True,False,2.5732627,61,ltr_hand_tuned,True,False,2.9412057
flash drive,9737114,76,hand_tuned,True,False,0.4351898,76,ltr_hand_tuned,True,False,0.80313283
flash drive,2927154,88,hand_tuned,True,False,0.07902151,88,ltr_hand_tuned,True,False,0.44696453
flash drive,1259647,226,hand_tuned,True,False,0.048249662,226,ltr_hand_tuned,True,False,0.41619268
flash drive,1095386,237,hand_tuned,True,False,0.04824896,237,ltr_hand_tuned,True,False,0.416192
flash drive,1095695,240,hand_tuned,True,False,0.04824896,240,ltr_hand_tuned,True,False,0.416192
flash drive,1046372,279,hand_tuned,True,False,0.04824896,279,ltr_hand_tuned,True,False,0.416192
iPhone,3133099,2,hand_tuned,True,False,1619.3323,2,ltr_hand_tuned,True,False,1619.7202
iPhone,1230537,3,hand_tuned,True,False,1414.3177,3,ltr_hand_tuned,True,False,1414.6857
iPhone,3133123,4,hand_tuned,True,False,1362.9843,4,ltr_hand_tuned,True,False,1363.3522
iPhone,8977869,5,hand_tuned,True,False,1266.0712,5,ltr_hand_tuned,True,False,1266.4391
iPhone,1114133,6,hand_tuned,True,False,1260.3549,6,ltr_hand_tuned,True,False,1260.7228
iPhone,3815157,7,hand_tuned,True,False,1259.7238,7,ltr_hand_tuned,True,False,1260.0917
iPhone,1990451,8,hand_tuned,True,False,1226.6466,8,ltr_hand_tuned,True,False,1227.0157
iPhone,3815272,13,hand_tuned,True,False,1117.2268,13,ltr_hand_tuned,True,False,1117.5947
iPhone,3815041,16,hand_tuned,True,False,1052.158,16,ltr_hand_tuned,True,False,1052.5259
iPhone,1950233,17,hand_tuned,True,False,1037.9896,17,ltr_hand_tuned,True,False,1038.3575
iPhone,3825057,18,hand_tuned,True,False,1035.5895,18,ltr_hand_tuned,True,False,1035.9574
iPhone,3487648,23,hand_tuned,True,False,969.2048,23,ltr_hand_tuned,True,False,969.5801
iPhone,1155475,25,hand_tuned,True,False,886.9168,25,ltr_hand_tuned,True,False,887.2847
iPhone,1776227,26,hand_tuned,True,False,882.07965,26,ltr_hand_tuned,True,False,882.4476
iPhone,3487784,27,hand_tuned,True,False,879.5902,27,ltr_hand_tuned,True,False,879.9721
iPhone,1469032,28,hand_tuned,True,False,849.55334,28,ltr_hand_tuned,True,False,849.92126
iPhone,3562527,30,hand_tuned,True,False,739.95306,30,ltr_hand_tuned,True,False,740.321
iPhone,3825048,31,hand_tuned,True,False,718.2822,31,ltr_hand_tuned,True,False,718.65015
iPhone,3562379,34,hand_tuned,True,False,687.9756,34,ltr_hand_tuned,True,False,688.3451
iPhone,2239323,35,hand_tuned,True,False,667.10596,35,ltr_hand_tuned,True,False,667.4739
iPhone,1551333,39,hand_tuned,True,False,615.15405,39,ltr_hand_tuned,True,False,615.522
iPhone,3566966,40,hand_tuned,True,False,614.4764,40,ltr_hand_tuned,True,False,614.8443
iPhone,8732794,41,hand_tuned,True,False,599.6075,41,ltr_hand_tuned,True,False,599.9754
iPhone,3566775,43,hand_tuned,True,False,385.50348,43,ltr_hand_tuned,True,False,385.87302
iPhone,8988884,46,hand_tuned,True,False,349.8236,46,ltr_hand_tuned,True,False,350.19156
iPhone,1114764,50,hand_tuned,True,False,217.38332,50,ltr_hand_tuned,True,False,217.76524
iPhone,1401749,51,hand_tuned,True,False,205.44023,51,ltr_hand_tuned,True,False,205.80818
iPhone,2629446,54,hand_tuned,True,False,165.35832,54,ltr_hand_tuned,True,False,165.72627
iPhone,9235302,56,hand_tuned,True,False,159.33534,56,ltr_hand_tuned,True,False,159.7033
iPhone,2023139,59,hand_tuned,True,False,154.93994,59,ltr_hand_tuned,True,False,155.30789
iPhone,2962429,61,hand_tuned,True,False,136.53418,61,ltr_hand_tuned,True,False,136.90213
iPhone,1799127,62,hand_tuned,True,False,134.10124,62,ltr_hand_tuned,True,False,134.4692
iPhone,1207432,64,hand_tuned,True,False,125.7114,64,ltr_hand_tuned,True,False,126.079346
iPhone,8916694,67,hand_tuned,True,False,85.44965,67,ltr_hand_tuned,True,False,85.83814
iPhone,2683176,69,hand_tuned,True,False,84.56395,69,ltr_hand_tuned,True,False,84.93189
iPhone,9924603,73,hand_tuned,True,False,62.24481,73,ltr_hand_tuned,True,False,62.632698
iPhone,1207405,75,hand_tuned,True,False,61.549206,75,ltr_hand_tuned,True,False,61.91715
iPhone,9463136,95,hand_tuned,True,False,28.689259,95,ltr_hand_tuned,True,False,29.057201
iPhone,2683185,106,hand_tuned,True,False,21.322151,106,ltr_hand_tuned,True,False,21.690094
iPhone,1950181,107,hand_tuned,True,False,20.81149,107,ltr_hand_tuned,True,False,21.179432
iPhone,2023379,120,hand_tuned,True,False,9.219132,120,ltr_hand_tuned,True,False,9.587075
iPhone,2533201,140,hand_tuned,True,False,3.6413631,140,ltr_hand_tuned,True,False,4.009306
iPhone,2205052,152,hand_tuned,True,False,1.716737,152,ltr_hand_tuned,True,False,2.08468
iPhone,2808035,165,hand_tuned,True,False,0.7277153,165,ltr_hand_tuned,True,False,1.0956583
iPhone,1155439,229,hand_tuned,True,False,0.07876592,229,ltr_hand_tuned,True,False,0.44670895
iPhone,9530224,431,hand_tuned,True,False,0.06417068,431,ltr_hand_tuned,True,False,0.4321137
iPhone,2266061,433,hand_tuned,True,False,0.06417019,433,ltr_hand_tuned,True,False,0.4321132
iPhone,1658274,439,hand_tuned,True,False,0.06416989,439,ltr_hand_tuned,True,False,0.4321129
iPhone,3598973,445,hand_tuned,True,False,0.06416989,445,ltr_hand_tuned,True,False,0.4321129
iPhone,9516936,456,hand_tuned,True,False,0.064169675,456,ltr_hand_tuned,True,False,0.4321127
iPhone,2614108,497,hand_tuned,True,False,0.06416949,497,ltr_hand_tuned,True,False,0.43211251
iPhone 4s,3487648,1,hand_tuned,True,True,3468.6045,1,ltr_hand_tuned,True,True,3468.9797
iPhone 4s,3487784,2,hand_tuned,True,True,3147.8906,2,ltr_hand_tuned,True,True,3148.2725
iPhone 4s,3562527,3,hand_tuned,True,True,2648.1572,3,ltr_hand_tuned,True,True,2648.5251
iPhone 4s,3562379,4,hand_tuned,True,True,2462.1394,4,ltr_hand_tuned,True,True,2462.509
iPhone 4s,3566966,6,hand_tuned,True,True,2205.8733,6,ltr_hand_tuned,True,True,2206.2412
iPhone 4s,3566775,8,hand_tuned,True,True,1383.8966,8,ltr_hand_tuned,True,True,1384.2661
iPhone 4s,3133099,10,hand_tuned,True,True,546.55554,10,ltr_hand_tuned,True,True,546.9435
iPhone 4s,3133123,11,hand_tuned,True,True,460.03833,11,ltr_hand_tuned,True,True,460.40628
iPhone 4s,1990451,12,hand_tuned,True,True,414.0097,12,ltr_hand_tuned,True,True,414.37897
iPhone 4s,2023139,31,hand_tuned,True,True,50.370136,31,ltr_hand_tuned,True,True,50.73808
iPhone 4s,3721653,52,hand_tuned,True,True,0.22270368,52,ltr_hand_tuned,True,True,0.5906467
iPhone 4s,3566902,62,hand_tuned,True,True,0.2141493,62,ltr_hand_tuned,True,True,0.5820923
iPhone 4s,3566948,63,hand_tuned,True,True,0.2141493,63,ltr_hand_tuned,True,True,0.5820923
iPhone 4s,3814088,64,hand_tuned,True,True,0.2141493,64,ltr_hand_tuned,True,True,0.5820923
iPhone 4s,3814033,66,hand_tuned,True,True,0.2141493,66,ltr_hand_tuned,True,True,0.5820923
iPhone 4s,3487675,68,hand_tuned,True,True,0.20653449,68,ltr_hand_tuned,True,True,0.5744775
iPhone 4s,3487693,70,hand_tuned,True,True,0.20623626,70,ltr_hand_tuned,True,True,0.5741793
iPhone 4s,3812927,71,hand_tuned,True,True,0.20623592,71,ltr_hand_tuned,True,True,0.57417893
iPhone 4s,3812945,72,hand_tuned,True,True,0.20623592,72,ltr_hand_tuned,True,True,0.57417893
iPhone 4s,3562493,73,hand_tuned,True,True,0.20623568,73,ltr_hand_tuned,True,True,0.5741787
iPhone 4s,3562475,74,hand_tuned,True,True,0.20623553,74,ltr_hand_tuned,True,True,0.5741786
iPhone 4s,3812972,75,hand_tuned,True,True,0.20623553,75,ltr_hand_tuned,True,True,0.5741786
iPhone 4s,3813256,76,hand_tuned,True,True,0.20623553,76,ltr_hand_tuned,True,True,0.5741786
iPhone 4s,3812736,137,hand_tuned,True,True,0.18295349,137,ltr_hand_tuned,True,True,0.5508965
iPhone 4s,1230537,143,hand_tuned,True,True,0.08935984,143,ltr_hand_tuned,True,True,0.45730287
iPhone 4s,1114133,147,hand_tuned,True,True,0.07300781,147,ltr_hand_tuned,True,True,0.4409508
iPhone 4s,3825057,150,hand_tuned,True,True,0.0681117,150,ltr_hand_tuned,True,True,0.4360547
iPhone 4s,1155475,156,hand_tuned,True,True,0.05333537,156,ltr_hand_tuned,True,True,0.4212784
iPhone 4s,3825048,159,hand_tuned,True,True,0.044962976,159,ltr_hand_tuned,True,True,0.412906
iPhone 4s,3540395,160,hand_tuned,True,True,0.043264903,160,ltr_hand_tuned,True,True,0.4112079
iPhone 4s,3540428,161,hand_tuned,True,True,0.043264903,161,ltr_hand_tuned,True,True,0.4112079
iPhone 4s,3540304,162,hand_tuned,True,True,0.04138107,162,ltr_hand_tuned,True,True,0.40932408
iPhone 4s,3540322,163,hand_tuned,True,True,0.04138107,163,ltr_hand_tuned,True,True,0.40932408
iPhone 4s,3540359,164,hand_tuned,True,True,0.04138107,164,ltr_hand_tuned,True,True,0.40932408
iPhone 4s,3540446,165,hand_tuned,True,True,0.04138107,165,ltr_hand_tuned,True,True,0.40932408
iPhone 4s,3369046,428,hand_tuned,True,True,0.00051736983,428,ltr_hand_tuned,True,True,0.3684604
iPhone 4s,2808035,495,hand_tuned,True,True,4.2924425e-05,495,ltr_hand_tuned,True,True,0.36798593
Gift cards,9824419,73,hand_tuned,True,False,0.55563927,73,ltr_hand_tuned,True,False,0.9235823
Gift cards,8234092,229,hand_tuned,True,False,0.008040592,229,ltr_hand_tuned,True,False,0.3759836
photo paper,3080048,1,hand_tuned,True,False,1790.653,1,ltr_hand_tuned,True,False,1791.0209
photo paper,9776027,2,hand_tuned,True,False,1190.1041,2,ltr_hand_tuned,True,False,1190.472
photo paper,9621405,3,hand_tuned,True,False,393.61145,3,ltr_hand_tuned,True,False,393.9794
photo paper,7235119,8,hand_tuned,True,False,34.81399,8,ltr_hand_tuned,True,False,35.181934
photo paper,7266479,9,hand_tuned,True,False,34.446095,9,ltr_hand_tuned,True,False,34.814037
photo paper,2225357,41,hand_tuned,True,False,0.14864285,41,ltr_hand_tuned,True,False,0.5165859
photo paper,7635222,66,hand_tuned,True,False,0.080676936,66,ltr_hand_tuned,True,False,0.44861996
photo paper,6622121,199,hand_tuned,True,False,0.06480941,199,ltr_hand_tuned,True,False,0.43275243
calculators,6621346,16,hand_tuned,True,False,0.10238503,16,ltr_hand_tuned,True,False,0.47032803
calculators,7662095,391,hand_tuned,True,False,1.1e-06,391,ltr_hand_tuned,True,False,0.36794412
calculators,8234047,392,hand_tuned,True,False,1.1e-06,392,ltr_hand_tuned,True,False,0.36794412
hdmi,2648583,1,hand_tuned,True,False,1338.8356,1,ltr_hand_tuned,True,False,1339.2035
hdmi,2634897,2,hand_tuned,True,False,1027.2485,2,ltr_hand_tuned,True,False,1027.6165
hdmi,1059515,4,hand_tuned,True,False,867.1789,4,ltr_hand_tuned,True,False,867.5468
hdmi,2343706,5,hand_tuned,True,False,782.8394,5,ltr_hand_tuned,True,False,783.20734
hdmi,2634915,6,hand_tuned,True,False,755.9151,6,ltr_hand_tuned,True,False,756.283
hdmi,9510781,8,hand_tuned,True,False,536.1943,8,ltr_hand_tuned,True,False,536.5622
hdmi,9660537,9,hand_tuned,True,False,532.9261,9,ltr_hand_tuned,True,False,533.294
hdmi,9510745,11,hand_tuned,True,False,465.8332,11,ltr_hand_tuned,True,False,466.20114
hdmi,2319285,13,hand_tuned,True,False,307.676,13,ltr_hand_tuned,True,False,308.04395
hdmi,2730827,14,hand_tuned,True,False,254.36346,14,ltr_hand_tuned,True,False,254.73141
hdmi,1287009,16,hand_tuned,True,False,127.95096,16,ltr_hand_tuned,True,False,128.31891
hdmi,8993388,17,hand_tuned,True,False,101.9232,17,ltr_hand_tuned,True,False,102.291145
hdmi,8989614,18,hand_tuned,True,False,85.0497,18,ltr_hand_tuned,True,False,85.41764
hdmi,2634788,21,hand_tuned,True,False,50.909893,21,ltr_hand_tuned,True,False,51.277836
hdmi,2317775,22,hand_tuned,True,False,47.793037,22,ltr_hand_tuned,True,False,48.16098
hdmi,2577261,48,hand_tuned,True,False,23.10203,48,ltr_hand_tuned,True,False,23.469973
hdmi,2317214,58,hand_tuned,True,False,18.556377,58,ltr_hand_tuned,True,False,18.92432
hdmi,2634997,77,hand_tuned,True,False,10.9825735,77,ltr_hand_tuned,True,False,11.350516
hdmi,9205889,85,hand_tuned,True,False,8.1440115,85,ltr_hand_tuned,True,False,8.511954
hdmi,3082116,100,hand_tuned,True,False,7.0152664,100,ltr_hand_tuned,True,False,7.383209
hdmi,2947005,127,hand_tuned,True,False,5.0644035,127,ltr_hand_tuned,True,False,5.4323463
hdmi,1109608,200,hand_tuned,True,False,1.1209986,200,ltr_hand_tuned,True,False,1.4889417
hdmi,9510727,202,hand_tuned,True,False,0.9655966,202,ltr_hand_tuned,True,False,1.3335396
hdmi,8735595,271,hand_tuned,True,False,0.0525119,271,ltr_hand_tuned,True,False,0.42045492
hdmi,3214075,277,hand_tuned,True,False,0.050979976,277,ltr_hand_tuned,True,False,0.418923
hdmi,2730745,281,hand_tuned,True,False,0.049538456,281,ltr_hand_tuned,True,False,0.41748148
hdmi,9651071,296,hand_tuned,True,False,0.045749594,296,ltr_hand_tuned,True,False,0.41369262
hdmi,1358559,299,hand_tuned,True,False,0.045002613,299,ltr_hand_tuned,True,False,0.41294563
hdmi,8905839,300,hand_tuned,True,False,0.045000296,300,ltr_hand_tuned,True,False,0.4129433
hdmi,1224493,320,hand_tuned,True,False,0.04301159,320,ltr_hand_tuned,True,False,0.4109546
hdmi,9343061,322,hand_tuned,True,False,0.04286833,322,ltr_hand_tuned,True,False,0.41081136
hdmi,2902507,324,hand_tuned,True,False,0.04279418,324,ltr_hand_tuned,True,False,0.4107372
hdmi,1686449,325,hand_tuned,True,False,0.042794112,325,ltr_hand_tuned,True,False,0.41073713
hdmi,2731344,327,hand_tuned,True,False,0.042794093,327,ltr_hand_tuned,True,False,0.4107371
hdmi,9343043,352,hand_tuned,True,False,0.042793013,352,ltr_hand_tuned,True,False,0.41073602
hdmi,9856884,356,hand_tuned,True,False,0.041930564,356,ltr_hand_tuned,True,False,0.40987357
hdmi,8427106,359,hand_tuned,True,False,0.040801153,359,ltr_hand_tuned,True,False,0.40874416
hdmi,9660825,395,hand_tuned,True,False,0.04079573,395,ltr_hand_tuned,True,False,0.40873873
hdmi,1198637,397,hand_tuned,True,False,0.03910068,397,ltr_hand_tuned,True,False,0.4070437
hdmi,9510825,412,hand_tuned,True,False,0.03897694,412,ltr_hand_tuned,True,False,0.40691996
hdmi,1686398,414,hand_tuned,True,False,0.038976815,414,ltr_hand_tuned,True,False,0.40691984
hdmi,1155988,424,hand_tuned,True,False,0.038976643,424,ltr_hand_tuned,True,False,0.40691966
hdmi,1686403,442,hand_tuned,True,False,0.038976613,442,ltr_hand_tuned,True,False,0.40691963
hdmi,8880918,468,hand_tuned,True,False,0.037312735,468,ltr_hand_tuned,True,False,0.40525576
hdmi,1087684,469,hand_tuned,True,False,0.037312537,469,ltr_hand_tuned,True,False,0.40525556
65vt30,2307923,1,hand_tuned,True,False,0.0001,1,ltr_hand_tuned,True,False,0.368043
sd memory,9215725,5,hand_tuned,True,False,33.61959,5,ltr_hand_tuned,True,False,33.987534
sd memory,9046196,6,hand_tuned,True,False,20.354698,6,ltr_hand_tuned,True,False,20.722641
Garment steamer,3254328,13,hand_tuned,True,False,0.006920193,13,ltr_hand_tuned,True,False,0.3748632
Garment steamer,9372957,17,hand_tuned,True,False,5e-05,17,ltr_hand_tuned,True,False,0.36799303
prince,8273682,8,hand_tuned,True,False,0.05679376,8,ltr_hand_tuned,True,False,0.42473677
prince,2413086,11,hand_tuned,True,False,0.054434698,11,ltr_hand_tuned,True,False,0.4223777
prince,9691536,17,hand_tuned,True,False,0.054430798,17,ltr_hand_tuned,True,False,0.42237383
prince,9691554,31,hand_tuned,True,False,0.051982496,31,ltr_hand_tuned,True,False,0.4199255
prince,3021235,53,hand_tuned,True,False,0.040002607,53,ltr_hand_tuned,True,False,0.40794563
sd memory card,9215725,5,hand_tuned,True,False,44.831963,5,ltr_hand_tuned,True,False,45.199905
sd memory card,9046196,18,hand_tuned,True,False,11.718636,18,ltr_hand_tuned,True,False,12.086578
sd memory card,1066224,22,hand_tuned,True,False,10.757098,22,ltr_hand_tuned,True,False,11.125041
sd memory card,1227075,26,hand_tuned,True,False,9.730492,26,ltr_hand_tuned,True,False,10.098434
sd memory card,8310847,36,hand_tuned,True,False,5.703117,36,ltr_hand_tuned,True,False,6.072644
sd memory card,2300462,48,hand_tuned,True,False,1.5832269,48,ltr_hand_tuned,True,False,1.95117
sd memory card,3026197,49,hand_tuned,True,False,1.4689662,49,ltr_hand_tuned,True,False,1.8369093
sd memory card,8554833,55,hand_tuned,True,False,0.5514977,55,ltr_hand_tuned,True,False,0.9268203
Tablet pc,3707817,439,hand_tuned,True,False,5.72699e-06,439,ltr_hand_tuned,True,False,0.36794874
Tablet pc,3074132,445,hand_tuned,True,False,5.72699e-06,445,ltr_hand_tuned,True,False,0.36794874
memory,9138514,3,hand_tuned,True,False,438.11154,3,ltr_hand_tuned,True,False,438.4795
memory,7956599,16,hand_tuned,True,False,347.3247,16,ltr_hand_tuned,True,False,347.79086
memory,9046196,17,hand_tuned,True,False,345.488,17,ltr_hand_tuned,True,False,345.85596
memory,1066224,24,hand_tuned,True,False,316.34232,24,ltr_hand_tuned,True,False,316.71027
memory,1227075,34,hand_tuned,True,False,285.63132,34,ltr_hand_tuned,True,False,285.99927
memory,3487648,50,hand_tuned,True,False,257.41663,50,ltr_hand_tuned,True,False,257.79196
memory,3487784,58,hand_tuned,True,False,233.61539,58,ltr_hand_tuned,True,False,233.99731
memory,9215725,73,hand_tuned,True,False,200.20404,73,ltr_hand_tuned,True,False,200.57199
memory,2299077,85,hand_tuned,True,False,170.03104,85,ltr_hand_tuned,True,False,170.39899
memory,8310847,88,hand_tuned,True,False,167.77063,88,ltr_hand_tuned,True,False,168.14015
