query,sku,rank_simple,type_simple,found_simple,new_simple,score_simple,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
Ps3,1072273,462,simple,True,False,5.2038183,464,ltr_simple,True,False,5.571761
Ps3,1023432,476,simple,True,False,5.2038183,478,ltr_simple,True,False,5.571761
Ps3,1122178,481,simple,True,False,5.2038183,483,ltr_simple,True,False,5.571761
Ps3,1122187,482,simple,True,False,5.2038183,484,ltr_simple,True,False,5.571761
Ps3,1122202,483,simple,True,False,5.2038183,485,ltr_simple,True,False,5.571761
blu ray,2070166,2,simple,True,False,862.65015,5,ltr_simple,True,False,863.0321
blu ray,2965171,4,simple,True,False,862.63416,6,ltr_simple,True,False,863.0021
blu ray,1666051,26,simple,True,False,747.2349,30,ltr_simple,True,False,747.60284
blu ray,2333036,53,simple,True,False,715.32825,56,ltr_simple,True,False,715.823
blu ray,8208389,55,simple,True,False,715.3162,57,ltr_simple,True,False,715.7331
blu ray,2004046,88,simple,True,False,686.0764,93,ltr_simple,True,False,686.46454
blu ray,2103152,187,simple,True,False,659.04047,188,ltr_simple,True,False,659.4084
blu ray,2046466,188,simple,True,False,659.04047,189,ltr_simple,True,False,659.4084
blu ray,2137177,249,simple,True,False,634.1084,253,ltr_simple,True,False,634.4763
blu ray,2073075,391,simple,True,False,589.477,393,ltr_simple,True,False,589.8449
blu ray,2979007,431,simple,True,False,569.45465,432,ltr_simple,True,False,569.8226
sony digital camera,9796937,275,simple,True,False,37.348236,276,ltr_simple,True,False,37.71618
Seagate hard drive,1305063,159,simple,True,False,10.682685,160,ltr_simple,True,False,11.050628
Ico,2588048,204,simple,True,False,0.022,205,ltr_simple,True,False,0.389943
