query,sku,rank_ht,type_ht,found_ht,new_ht,score_ht,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
lcd tv,8488638,359,hand_tuned,True,False,0.0025207207,366,ltr_hand_tuned,True,False,0.37046373
lcd tv,8836735,364,hand_tuned,True,False,0.0024433327,371,ltr_hand_tuned,True,False,0.37038636
lcd tv,8488647,378,hand_tuned,True,False,0.002301928,385,ltr_hand_tuned,True,False,0.37024495
lcd tv,8669176,383,hand_tuned,True,False,0.0022149035,391,ltr_hand_tuned,True,False,0.37015793
lcd tv,2363054,414,hand_tuned,True,False,0.0016914879,421,ltr_hand_tuned,True,False,0.3696345
Toshiba,2925059,78,hand_tuned,True,False,0.042299885,90,ltr_hand_tuned,True,False,0.41024292
Toshiba,9704259,169,hand_tuned,True,False,0.034836784,181,ltr_hand_tuned,True,False,0.40277982
Toshiba,9881977,170,hand_tuned,True,False,0.034836784,182,ltr_hand_tuned,True,False,0.40277982
Toshiba,2628253,172,hand_tuned,True,False,0.033388935,186,ltr_hand_tuned,True,False,0.40133196
Toshiba,2138389,264,hand_tuned,True,False,0.030560134,277,ltr_hand_tuned,True,False,0.39850315
Toshiba,2047508,265,hand_tuned,True,False,0.030559832,278,ltr_hand_tuned,True,False,0.39850286
Toshiba,2047517,267,hand_tuned,True,False,0.030558733,279,ltr_hand_tuned,True,False,0.39850175
Toshiba,2351086,270,hand_tuned,True,False,0.030558633,280,ltr_hand_tuned,True,False,0.39850166
Toshiba,2355674,274,hand_tuned,True,False,0.030558133,284,ltr_hand_tuned,True,False,0.39850116
Toshiba,1998047,277,hand_tuned,True,False,0.030557934,287,ltr_hand_tuned,True,False,0.39850095
Toshiba,3128291,333,hand_tuned,True,False,0.03055768,338,ltr_hand_tuned,True,False,0.3985007
Toshiba,9941318,339,hand_tuned,True,False,0.03055768,344,ltr_hand_tuned,True,False,0.3985007
Toshiba,2769355,385,hand_tuned,True,False,0.02935619,387,ltr_hand_tuned,True,False,0.3972992
Toshiba,2355829,388,hand_tuned,True,False,0.029356088,390,ltr_hand_tuned,True,False,0.3972991
Toshiba,2355701,408,hand_tuned,True,False,0.029355887,410,ltr_hand_tuned,True,False,0.3972989
tivo,1171961,7,hand_tuned,True,False,0.06449436,9,ltr_hand_tuned,True,False,0.43243736
tivo,9772968,8,hand_tuned,True,False,0.06449315,10,ltr_hand_tuned,True,False,0.43243617
tivo,9759512,9,hand_tuned,True,False,0.05913928,11,ltr_hand_tuned,True,False,0.4270823
tivo,7384314,11,hand_tuned,True,False,0.056508064,12,ltr_hand_tuned,True,False,0.42445108
tivo,8919708,80,hand_tuned,True,False,3.4515087e-06,83,ltr_hand_tuned,True,False,0.36794648
Scooby doo,2907105,2,hand_tuned,True,False,0.12550177,8,ltr_hand_tuned,True,False,0.5265224
Scooby doo,9479806,4,hand_tuned,True,False,0.11964891,9,ltr_hand_tuned,True,False,0.5206695
alarm clock,2317171,323,hand_tuned,True,False,0.005953196,324,ltr_hand_tuned,True,False,0.3738962
alarm clock,1831036,329,hand_tuned,True,False,0.0057553435,331,ltr_hand_tuned,True,False,0.37369835
alarm clock,9402773,330,hand_tuned,True,False,0.0057494566,332,ltr_hand_tuned,True,False,0.37369248
alarm clock,3540455,340,hand_tuned,True,False,0.0054453844,342,ltr_hand_tuned,True,False,0.3733884
alarm clock,8975521,411,hand_tuned,True,False,0.0022149335,412,ltr_hand_tuned,True,False,0.37015796
htc flyer,2607038,1,hand_tuned,True,False,0.10278424,4,ltr_hand_tuned,True,False,0.4926415
htc flyer,2634263,2,hand_tuned,True,False,0.0945872,7,ltr_hand_tuned,True,False,0.46871692
htc flyer,2732088,3,hand_tuned,True,False,0.09436651,8,ltr_hand_tuned,True,False,0.46230954
htc flyer,2732121,6,hand_tuned,True,False,0.09065363,12,ltr_hand_tuned,True,False,0.45859665
htc flyer,9952814,26,hand_tuned,True,False,9.991168e-05,42,ltr_hand_tuned,True,False,0.36804292
htc flyer,2335034,242,hand_tuned,True,False,5.4952966e-06,259,ltr_hand_tuned,True,False,0.3679485
htc flyer,2740208,430,hand_tuned,True,False,4.138926e-06,437,ltr_hand_tuned,True,False,0.36794716
htc flyer,2903297,488,hand_tuned,True,False,1.8999999e-06,495,ltr_hand_tuned,True,False,0.36794493
flash drive,2927127,105,hand_tuned,True,False,0.05726091,108,ltr_hand_tuned,True,False,0.42520392
flash drive,1181652,110,hand_tuned,True,False,0.057257287,113,ltr_hand_tuned,True,False,0.4252003
flash drive,9757757,118,hand_tuned,True,False,0.054705378,121,ltr_hand_tuned,True,False,0.4226484
flash drive,9757739,121,hand_tuned,True,False,0.054704376,124,ltr_hand_tuned,True,False,0.4226474
flash drive,2629868,123,hand_tuned,True,False,0.054704145,126,ltr_hand_tuned,True,False,0.42264718
flash drive,2023439,137,hand_tuned,True,False,0.05249207,140,ltr_hand_tuned,True,False,0.4204351
flash drive,2006202,141,hand_tuned,True,False,0.052491773,144,ltr_hand_tuned,True,False,0.4204348
flash drive,9933847,167,hand_tuned,True,False,0.050239544,168,ltr_hand_tuned,True,False,0.41818255
flash drive,9933947,168,hand_tuned,True,False,0.05023884,169,ltr_hand_tuned,True,False,0.41818187
flash drive,2301747,169,hand_tuned,True,False,0.05023494,170,ltr_hand_tuned,True,False,0.41817796
flash drive,9793649,204,hand_tuned,True,False,0.050228734,205,ltr_hand_tuned,True,False,0.41817176
flash drive,2300523,205,hand_tuned,True,False,0.05022428,206,ltr_hand_tuned,True,False,0.4181673
iPhone,9773885,281,hand_tuned,True,False,0.07251361,283,ltr_hand_tuned,True,False,0.44045663
iPhone,9670816,309,hand_tuned,True,False,0.07097319,311,ltr_hand_tuned,True,False,0.4389162
iPhone,1260607,313,hand_tuned,True,False,0.06942484,315,ltr_hand_tuned,True,False,0.43736786
iPhone,1256419,326,hand_tuned,True,False,0.069424234,328,ltr_hand_tuned,True,False,0.43736726
iPhone,2542978,327,hand_tuned,True,False,0.069424234,329,ltr_hand_tuned,True,False,0.43736726
iPhone,1083175,347,hand_tuned,True,False,0.06746257,349,ltr_hand_tuned,True,False,0.43540558
iPhone,3369434,350,hand_tuned,True,False,0.06669635,352,ltr_hand_tuned,True,False,0.43463936
iPhone,3370267,352,hand_tuned,True,False,0.06669475,354,ltr_hand_tuned,True,False,0.43463778
iPhone,2542941,377,hand_tuned,True,False,0.066693515,379,ltr_hand_tuned,True,False,0.43463653
iPhone,3439355,379,hand_tuned,True,False,0.066693515,381,ltr_hand_tuned,True,False,0.43463653
iPhone,2549771,383,hand_tuned,True,False,0.06669341,385,ltr_hand_tuned,True,False,0.4346364
iPhone,2642085,406,hand_tuned,True,False,0.06669341,408,ltr_hand_tuned,True,False,0.4346364
iPhone,2533052,409,hand_tuned,True,False,0.06669341,411,ltr_hand_tuned,True,False,0.4346364
iPhone,1049236,427,hand_tuned,True,False,0.06418029,429,ltr_hand_tuned,True,False,0.4321233
iPhone,1049245,429,hand_tuned,True,False,0.064171895,430,ltr_hand_tuned,True,False,0.4321149
iPhone 4s,3725859,224,hand_tuned,True,True,0.019862685,225,ltr_hand_tuned,True,True,0.3878057
iPhone 4s,3812539,264,hand_tuned,True,True,0.018950488,266,ltr_hand_tuned,True,True,0.3868935
iPhone 4s,3812566,265,hand_tuned,True,True,0.018950488,267,ltr_hand_tuned,True,True,0.3868935
iPhone 4s,3725886,280,hand_tuned,True,True,0.018950116,282,ltr_hand_tuned,True,True,0.38689312
iPhone 4s,3812727,312,hand_tuned,True,True,0.01811871,313,ltr_hand_tuned,True,True,0.38606173
iPhone 4s,3778186,322,hand_tuned,True,True,0.018118365,324,ltr_hand_tuned,True,True,0.38606137
iPhone 4s,3779033,324,hand_tuned,True,True,0.018118365,326,ltr_hand_tuned,True,True,0.38606137
Gift cards,8753636,89,hand_tuned,True,False,0.08166698,93,ltr_hand_tuned,True,False,0.44961
Gift cards,1217788,184,hand_tuned,True,False,0.008418515,186,ltr_hand_tuned,True,False,0.37636155
Gift cards,7342663,190,hand_tuned,True,False,0.008060592,192,ltr_hand_tuned,True,False,0.37600362
Gift cards,7662095,193,hand_tuned,True,False,0.008050593,194,ltr_hand_tuned,True,False,0.3759936
Gift cards,8234047,195,hand_tuned,True,False,0.008050593,196,ltr_hand_tuned,True,False,0.3759936
Gift cards,8724106,196,hand_tuned,True,False,0.008040592,197,ltr_hand_tuned,True,False,0.3759836
Gift cards,8234127,225,hand_tuned,True,False,0.008040592,226,ltr_hand_tuned,True,False,0.3759836
Gift cards,7662086,226,hand_tuned,True,False,0.008040592,227,ltr_hand_tuned,True,False,0.3759836
photo paper,8795075,49,hand_tuned,True,False,0.091844335,52,ltr_hand_tuned,True,False,0.45978737
calculators,8520022,23,hand_tuned,True,False,0.009588711,31,ltr_hand_tuned,True,False,0.37753174
calculators,1558044,46,hand_tuned,True,False,0.008980107,54,ltr_hand_tuned,True,False,0.3769231
calculators,3667213,48,hand_tuned,True,False,0.0089793345,56,ltr_hand_tuned,True,False,0.37692234
calculators,3395221,72,hand_tuned,True,False,0.008443303,80,ltr_hand_tuned,True,False,0.3763863
calculators,6621444,92,hand_tuned,True,False,0.007893182,100,ltr_hand_tuned,True,False,0.3758362
calculators,2670594,96,hand_tuned,True,False,0.007541665,104,ltr_hand_tuned,True,False,0.37548468
calculators,1328968,98,hand_tuned,True,False,0.007540588,106,ltr_hand_tuned,True,False,0.3754836
hdmi,3179233,259,hand_tuned,True,False,0.08871028,260,ltr_hand_tuned,True,False,0.4566533
sd memory,9138514,23,hand_tuned,True,False,0.068275504,24,ltr_hand_tuned,True,False,0.43621853
sd memory,3029051,24,hand_tuned,True,False,0.06815793,25,ltr_hand_tuned,True,False,0.43610096
sd memory,8990283,78,hand_tuned,True,False,0.047865637,83,ltr_hand_tuned,True,False,0.41580865
sd memory,1227075,92,hand_tuned,True,False,0.04294705,97,ltr_hand_tuned,True,False,0.41089007
sd memory,8310847,99,hand_tuned,True,False,0.039528817,100,ltr_hand_tuned,True,False,0.40905622
sd memory,3779273,103,hand_tuned,True,False,0.038410276,105,ltr_hand_tuned,True,False,0.4063533
sd memory,9785161,104,hand_tuned,True,False,0.038285363,106,ltr_hand_tuned,True,False,0.4062284
sd memory,8854714,111,hand_tuned,True,False,0.036553662,112,ltr_hand_tuned,True,False,0.40449667
sd memory,1201174,131,hand_tuned,True,False,0.029355546,133,ltr_hand_tuned,True,False,0.39729857
sd memory,2300602,139,hand_tuned,True,False,0.023998018,141,ltr_hand_tuned,True,False,0.39194104
sd memory,3029079,154,hand_tuned,True,False,0.015652243,155,ltr_hand_tuned,True,False,0.38359526
sd memory,3026197,159,hand_tuned,True,False,0.014035605,161,ltr_hand_tuned,True,False,0.38197863
sd memory,2300462,182,hand_tuned,True,False,0.0075633433,185,ltr_hand_tuned,True,False,0.37550637
Garment steamer,6222679,8,hand_tuned,True,False,0.117673695,11,ltr_hand_tuned,True,False,0.51030934
Tablet pc,3258679,42,hand_tuned,True,False,0.046726532,43,ltr_hand_tuned,True,False,0.41466954
Tablet pc,1520158,56,hand_tuned,True,False,0.02972696,57,ltr_hand_tuned,True,False,0.39891788
Tablet pc,2903297,179,hand_tuned,True,False,1.6250058e-05,186,ltr_hand_tuned,True,False,0.36795926
Tablet pc,2684193,184,hand_tuned,True,False,9.15006e-06,191,ltr_hand_tuned,True,False,0.36795217
Tablet pc,3478037,286,hand_tuned,True,False,6.411758e-06,287,ltr_hand_tuned,True,False,0.36794943
Tablet pc,3603172,296,hand_tuned,True,False,6.411758e-06,298,ltr_hand_tuned,True,False,0.36794943
Tablet pc,2954733,498,hand_tuned,True,False,5.4954357e-06,499,ltr_hand_tuned,True,False,0.3679485
ipod dock,1551069,36,hand_tuned,True,False,0.16749763,41,ltr_hand_tuned,True,False,0.5354407
ipod dock,9846705,42,hand_tuned,True,False,0.07894452,51,ltr_hand_tuned,True,False,0.44688755
ipod dock,8647896,44,hand_tuned,True,False,0.07488623,55,ltr_hand_tuned,True,False,0.44282925
ipod dock,2613093,81,hand_tuned,True,False,0.042316586,83,ltr_hand_tuned,True,False,0.4102596
ipod dock,9773885,85,hand_tuned,True,False,0.040377825,86,ltr_hand_tuned,True,False,0.40832084
ipod dock,9185268,94,hand_tuned,True,False,0.04004124,95,ltr_hand_tuned,True,False,0.40798426
ipod dock,3157662,114,hand_tuned,True,False,0.037998743,115,ltr_hand_tuned,True,False,0.40594175
ipod dock,9728489,118,hand_tuned,True,False,0.036155686,120,ltr_hand_tuned,True,False,0.4040987
ipod dock,9664579,171,hand_tuned,True,False,0.032958902,173,ltr_hand_tuned,True,False,0.4009019
ipod dock,9326455,176,hand_tuned,True,False,0.032957602,178,ltr_hand_tuned,True,False,0.40090063
ipod dock,2141106,224,hand_tuned,True,False,0.030285293,227,ltr_hand_tuned,True,False,0.39822832
ipod dock,2355116,227,hand_tuned,True,False,0.030280277,230,ltr_hand_tuned,True,False,0.39822328
ipod dock,2205034,262,hand_tuned,True,False,0.016228618,264,ltr_hand_tuned,True,False,0.38417163
Transformers,8321425,34,hand_tuned,True,False,0.064090654,37,ltr_hand_tuned,True,False,0.43203366
Transformers,9893408,37,hand_tuned,True,False,0.060952906,40,ltr_hand_tuned,True,False,0.42889592
Transformers,2832041,38,hand_tuned,True,False,0.060952473,41,ltr_hand_tuned,True,False,0.4288955
Transformers,2832069,45,hand_tuned,True,False,0.058107182,48,ltr_hand_tuned,True,False,0.4260502
Transformers,9893375,52,hand_tuned,True,False,0.055516474,55,ltr_hand_tuned,True,False,0.4234595
Transformers,2248408,55,hand_tuned,True,False,0.053153172,58,ltr_hand_tuned,True,False,0.4210962
Transformers,2248232,57,hand_tuned,True,False,0.053147048,60,ltr_hand_tuned,True,False,0.42109007
Transformers,2248426,64,hand_tuned,True,False,0.047112443,67,ltr_hand_tuned,True,False,0.41505545
Transformers,3086228,69,hand_tuned,True,False,0.04711149,72,ltr_hand_tuned,True,False,0.4150545
network cable,9191821,9,hand_tuned,True,False,0.16029641,10,ltr_hand_tuned,True,False,0.5282394
network cable,9695648,39,hand_tuned,True,False,0.06853319,41,ltr_hand_tuned,True,False,0.4364762
network cable,1983051,80,hand_tuned,True,False,0.058288585,81,ltr_hand_tuned,True,False,0.4262316
network cable,1982944,81,hand_tuned,True,False,0.05828579,82,ltr_hand_tuned,True,False,0.42622882
network cable,7384314,327,hand_tuned,True,False,9.687059e-06,332,ltr_hand_tuned,True,False,0.3679527
network cable,2427195,328,hand_tuned,True,False,9.687055e-06,331,ltr_hand_tuned,True,False,0.3679527
network cable,9759512,335,hand_tuned,True,False,7.1965906e-06,339,ltr_hand_tuned,True,False,0.3679502
speaker stands,4966754,29,hand_tuned,True,False,0.07626154,30,ltr_hand_tuned,True,False,0.44420457
speaker stands,9693243,41,hand_tuned,True,False,0.07315199,42,ltr_hand_tuned,True,False,0.441095
speaker stands,2205034,70,hand_tuned,True,False,0.016980296,73,ltr_hand_tuned,True,False,0.3849233
speaker stands,2775811,72,hand_tuned,True,False,0.013647201,78,ltr_hand_tuned,True,False,0.38159022
speaker stands,9163193,99,hand_tuned,True,False,0.008996848,104,ltr_hand_tuned,True,False,0.37693986
speaker stands,4349351,151,hand_tuned,True,False,0.0024543568,157,ltr_hand_tuned,True,False,0.3703974
speaker stands,9936459,245,hand_tuned,True,False,2.2111599e-05,248,ltr_hand_tuned,True,False,0.36796513
speaker stands,8783925,255,hand_tuned,True,False,9.64554e-06,256,ltr_hand_tuned,True,False,0.36795267
speaker stands,2681202,257,hand_tuned,True,False,6.7e-06,258,ltr_hand_tuned,True,False,0.36794972
speaker stands,7871289,305,hand_tuned,True,False,5.4363777e-06,306,ltr_hand_tuned,True,False,0.36794844
playstation 3,2978363,90,hand_tuned,True,False,0.1340371,96,ltr_hand_tuned,True,False,0.5019801
playstation 3,1122187,113,hand_tuned,True,False,0.048312943,122,ltr_hand_tuned,True,False,0.41625595
playstation 3,2545065,114,hand_tuned,True,False,0.04601438,123,ltr_hand_tuned,True,False,0.4139574
playstation 3,1229028,139,hand_tuned,True,False,0.038969405,147,ltr_hand_tuned,True,False,0.40691242
playstation 3,2541209,182,hand_tuned,True,False,0.036347415,193,ltr_hand_tuned,True,False,0.40429044
playstation 3,2758067,205,hand_tuned,True,False,0.036347214,216,ltr_hand_tuned,True,False,0.40429023
playstation 3,1686194,338,hand_tuned,True,False,0.034056462,344,ltr_hand_tuned,True,False,0.40199947
playstation 3,9215235,457,hand_tuned,True,False,0.032037944,500,ltr_hand_tuned,True,False,0.39998096
cables,1087684,277,hand_tuned,True,False,0.053754516,278,ltr_hand_tuned,True,False,0.42169753
cables,2636986,294,hand_tuned,True,False,0.049524955,295,ltr_hand_tuned,True,False,0.41746798
palm,2903303,22,hand_tuned,True,False,0.06370175,25,ltr_hand_tuned,True,False,0.43164477
palm,2461356,23,hand_tuned,True,False,0.06368927,26,ltr_hand_tuned,True,False,0.43163228
palm,2462646,24,hand_tuned,True,False,0.06368927,27,ltr_hand_tuned,True,False,0.43163228
palm,2649282,31,hand_tuned,True,False,0.05949129,34,ltr_hand_tuned,True,False,0.42743433
palm,3039252,36,hand_tuned,True,False,0.053943194,39,ltr_hand_tuned,True,False,0.4218862
palm,3439221,48,hand_tuned,True,False,0.05153156,50,ltr_hand_tuned,True,False,0.41947457
palm,9871731,50,hand_tuned,True,False,0.04933304,52,ltr_hand_tuned,True,False,0.41727605
palm,9871931,51,hand_tuned,True,False,0.04933304,53,ltr_hand_tuned,True,False,0.41727605
palm,9523839,63,hand_tuned,True,False,0.047316752,65,ltr_hand_tuned,True,False,0.41525978
palm,1266601,72,hand_tuned,True,False,0.045451146,74,ltr_hand_tuned,True,False,0.41339415
palm,9701076,98,hand_tuned,True,False,0.04065825,100,ltr_hand_tuned,True,False,0.40860128
Ipad,9084206,177,hand_tuned,True,False,0.055890404,180,ltr_hand_tuned,True,False,0.42508134
Ipad,2339904,178,hand_tuned,True,False,0.054135893,181,ltr_hand_tuned,True,False,0.4220789
Ipad,1271742,208,hand_tuned,True,False,0.036768578,211,ltr_hand_tuned,True,False,0.4047116
Ipad,3086761,283,hand_tuned,True,False,0.034595143,286,ltr_hand_tuned,True,False,0.40253815
Ipad,2343184,360,hand_tuned,True,False,0.03377691,362,ltr_hand_tuned,True,False,0.40171993
stands,2534255,317,hand_tuned,True,False,0.0054418137,318,ltr_hand_tuned,True,False,0.37338483
stands,7903227,336,hand_tuned,True,False,0.0051190797,337,ltr_hand_tuned,True,False,0.3730621
klipsch,9999160100050002,50,hand_tuned,True,False,0.044395413,51,ltr_hand_tuned,True,False,0.41233844
klipsch,8987484,74,hand_tuned,True,False,0.041037884,75,ltr_hand_tuned,True,False,0.4089809
klipsch,8987509,75,hand_tuned,True,False,0.041035786,76,ltr_hand_tuned,True,False,0.40897882
klipsch,8988928,76,hand_tuned,True,False,0.041034386,77,ltr_hand_tuned,True,False,0.4089774
Kicker,8699704,283,hand_tuned,True,False,3e-07,284,ltr_hand_tuned,True,False,0.36794332
shure,8724106,368,hand_tuned,True,False,8.0000007e-07,369,ltr_hand_tuned,True,False,0.36794382
refridgerator,9723545,7,hand_tuned,True,False,0.0017344662,8,ltr_hand_tuned,True,False,0.36967748
refridgerator,1997075,12,hand_tuned,True,False,8.9000005e-06,13,ltr_hand_tuned,True,False,0.36795193
refridgerator,9793721,16,hand_tuned,True,False,7.417355e-06,17,ltr_hand_tuned,True,False,0.36795044
refridgerator,9956522,18,hand_tuned,True,False,5.554959e-06,19,ltr_hand_tuned,True,False,0.36794856
refridgerator,8346765,38,hand_tuned,True,False,3.802743e-06,39,ltr_hand_tuned,True,False,0.36794683
lenovo,1747125,29,hand_tuned,True,False,0.046200853,35,ltr_hand_tuned,True,False,0.41414386
lenovo,9695375,32,hand_tuned,True,False,0.046199407,38,ltr_hand_tuned,True,False,0.41414243
lenovo,3457101,67,hand_tuned,True,False,0.03863234,73,ltr_hand_tuned,True,False,0.40657535
lenovo,3074132,75,hand_tuned,True,False,0.036137138,81,ltr_hand_tuned,True,False,0.40408015
lenovo,3600615,117,hand_tuned,True,False,0.03570834,123,ltr_hand_tuned,True,False,0.40365136
lenovo,1418703,130,hand_tuned,True,False,0.034413133,137,ltr_hand_tuned,True,False,0.40235615
lenovo,3600724,134,hand_tuned,True,False,0.034406178,141,ltr_hand_tuned,True,False,0.4023492
lenovo,3600733,135,hand_tuned,True,False,0.034406178,142,ltr_hand_tuned,True,False,0.4023492
lenovo,3558127,155,hand_tuned,True,False,0.033195637,162,ltr_hand_tuned,True,False,0.40113866
lenovo,3600633,156,hand_tuned,True,False,0.033195637,163,ltr_hand_tuned,True,False,0.40113866
lenovo,9999167400050001,160,hand_tuned,True,False,0.032485645,167,ltr_hand_tuned,True,False,0.40042865
lenovo,2677297,168,hand_tuned,True,False,0.032074567,175,ltr_hand_tuned,True,False,0.4000176
lenovo,2817228,169,hand_tuned,True,False,0.032070685,176,ltr_hand_tuned,True,False,0.40001372
lenovo,1021064,171,hand_tuned,True,False,0.032068186,178,ltr_hand_tuned,True,False,0.4000112
lenovo,3600624,173,hand_tuned,True,False,0.032067984,180,ltr_hand_tuned,True,False,0.400011
lenovo,3600706,180,hand_tuned,True,False,0.03206777,187,ltr_hand_tuned,True,False,0.4000108
lenovo,3600697,187,hand_tuned,True,False,0.032067567,194,ltr_hand_tuned,True,False,0.4000106
lenovo,9049996,190,hand_tuned,True,False,0.031343125,197,ltr_hand_tuned,True,False,0.39928615
lenovo,1485072,192,hand_tuned,True,False,0.031107144,199,ltr_hand_tuned,True,False,0.39905018
