,query,sku,clicks,rank,num_impressions,doc_id,product_name,query_id,name_match,name_phrase_match,customer_review_average_factor,customerReviewCount,short_description_match,artist_name_match,long_description_phrase_match,long_description_match,salesRankShortTerm,sku_match,manufacturer_match,features_match,category_path_match,grade
6999,motorola triumph,2690337,21,3.0,207,2690337,fake,2562,14.366806,14.366805,4.3,3.0,14.176788,0.0,16.269272,16.269272,0.0021062214,0.0,0.0,18.892937,0.0,0.0
6956,modem,8360098,22,7.0,647,8360098,fake,2544,8.438909,8.438909,3.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8108034,0.0,0.0
2794,Optimus,1879739,15,1.0,28,1879739,fake,1061,7.920866,7.920866,4.2,310.0,0.0,0.0,0.0,0.0,7.0765836e-06,0.0,0.0,0.0,0.0,0.0
1647,Headphones,9836718,40,8.0,1628,9836718,fake,631,3.7329726,3.7329726,3.9,169.0,0.0,0.0,4.278115,4.278115,0.9722764,0.0,0.0,0.0,6.5249047,0.0
7189,ozzy osbourne,1154916,16,1.0,54,1154916,fake,2653,19.68306,19.68306,2.5,0.0,21.122318,0.0,25.088406,25.088408,0.0,0.0,0.0,29.383556,0.0,0.0
256,Antenna,9152481,10,13.0,562,9152481,fake,116,8.04723,8.04723,3.0,3.0,6.3388114,0.0,7.3121963,7.3121963,0.0,0.0,0.0,5.375003,0.0,0.0
4171,Vampire diaries,2948474,100,1.0,185,2948474,fake,1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1321,Flip video,1159311,52,1.0,113,1159311,fake,511,10.355036,10.355037,4.2,94.0,5.3626056,0.0,0.0,3.1078439,0.0,0.0,13.51677,7.5545044,0.0,0.0
4500,Young jeezy,18831445,17,1.0,61,18831445,fake,1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7681,scarface,2636067,149,1.0,313,2636067,fake,2843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
5568,firelite,17077173,39,1.0,50,17077173,fake,2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5267,denon,2127161,10,4.0,157,2127161,fake,1951,5.69508,5.69508,4.0,22.0,0.0,0.0,0.0,0.0,0.018351294,0.0,7.82626,0.0,0.0,0.0
2701,Nikon D7000,1230707,16,1.0,27,1230707,fake,1009,10.890068,10.890067,4.8,174.0,0.0,0.0,0.0,0.0,0.8295298,0.0,6.24646,0.0,0.0,0.0
715,Butch walker,3199994,19,1.0,26,3199994,fake,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Car speakers,9985099,10,4.0,276,9985099,fake,313,0.0,0.0,4.5,39.0,0.0,0.0,0.0,0.0,0.92578685,0.0,0.0,0.0,9.203306,0.0
6314,intel,1623867,18,9.0,869,1623867,fake,2339,2.9196544,2.9196544,4.1,53.0,0.0,0.0,3.631988,3.631988,0.0,0.0,0.0,5.194643,0.0,0.0
2484,Microphone,1493587,14,3.0,248,1493587,fake,918,6.063892,6.063892,4.4,5.0,0.0,0.0,4.82822,4.82822,2.00069e-40,0.0,0.0,4.822528,0.0,0.0
1567,Hd projector,9533926,15,1.0,37,9533926,fake,618,6.682515,0.0,4.6,22.0,0.0,0.0,0.0,7.7392364,0.0,0.0,0.0,0.0,0.0,0.0
4349,Wireless keyboard,1805077,22,2.0,213,1805077,fake,1622,8.698948,8.698948,4.6,25.0,3.5046606,0.0,8.609152,8.609152,0.97398216,0.0,0.0,2.6496973,6.3168817,0.0
1543,Hard drive,9238121,20,3.0,329,9238121,fake,607,6.202538,6.2025385,4.1,181.0,0.0,0.0,8.123089,8.123089,0.0,0.0,0.0,6.0120173,6.02105,0.0
7630,samsung galaxy tab,2775261,22,4.0,459,2775261,fake,2821,18.05166,18.05166,4.2,63.0,0.0,0.0,15.739679,15.739681,0.0,0.0,4.444772,0.0,0.0,0.0
6159,iPhone 4,3133099,10,9.0,689,3133099,fake,2284,7.356288,4.701151,3.6,182.0,6.793133,0.0,8.64999,8.649991,1.0,0.0,0.0,5.6421924,0.0,0.0
5325,digital voice recorder,9719154,24,2.0,107,9719154,fake,1975,15.929085,15.929084,2.5,0.0,11.705736,0.0,12.166415,14.839897,0.0,0.0,0.0,12.028276,7.5593667,0.0
7,2009281,2009281,20,1.0,21,2009281,fake,7,0.0,0.0,4.3,113.0,0.0,0.0,0.0,0.0,0.0,11.254068,0.0,0.0,0.0,0.0
4135,Uncharted,1708812,17,3.0,113,1708812,fake,1547,9.6688175,9.6688175,4.8,80.0,0.0,0.0,7.698344,7.698344,0.76462066,0.0,0.0,11.333045,0.0,0.0
2329,Logitech speakers,9427774,10,1.0,47,9427774,fake,862,8.660453,3.1441708,4.4,229.0,0.0,0.0,0.0,4.1012864,0.98350143,0.0,6.386013,3.5498478,5.408774,0.0
387,Auxiliary cord,8959834,14,1.0,27,8959834,fake,164,8.776245,0.0,4.0,56.0,0.0,0.0,0.0,0.0,0.99921227,0.0,0.0,0.0,0.0,0.0
861,Carter 4,3143987,195,1.0,392,3143987,fake,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
5187,computer speakers,9402283,15,7.0,407,9402283,fake,1917,8.1838665,8.183866,3.8,64.0,0.0,0.0,3.1065207,8.901868,0.99737287,0.0,0.0,7.0113535,9.475172,0.0
6026,htc inspire case,2705048,10,3.0,68,2705048,fake,2251,15.440048,4.737465,5.0,3.0,13.871227,0.0,6.1104374,18.240202,5.310912e-06,0.0,0.0,18.112915,0.0,0.0
7819,sony bravia,9954057,10,5.0,134,9954057,fake,2895,11.042149,11.042149,4.0,52.0,4.8636613,0.0,0.0,0.0,2.9506211e-05,0.0,3.894805,6.418598,0.0,0.0
1491,Gps,9953155,23,10.0,1076,9953155,fake,577,6.1616387,6.1616387,2.6,23.0,0.0,0.0,5.215189,5.215189,0.0,0.0,0.0,5.0214095,4.5778427,0.0
8381,vacuum,9497699,13,2.0,165,9497699,fake,3100,5.1399813,5.1399813,4.1,162.0,0.0,0.0,6.3755994,6.3755994,0.73681486,0.0,0.0,0.0,5.4430327,0.0
5338,divx,2762185,37,1.0,47,2762185,fake,1981,7.317464,7.317464,2.5,0.0,4.085992,0.0,0.0,0.0,0.0,0.0,0.0,4.2615175,0.0,0.0
8316,tv antenna,8280834,46,1.0,267,8280834,fake,3069,6.7520456,0.0,4.1,296.0,0.0,0.0,0.0,11.117527,0.9922043,0.0,0.0,3.889128,4.2105517,0.0
5342,dlink,2095204,13,1.0,76,2095204,fake,1984,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432,dvd rack,9735301,18,1.0,112,9735301,fake,2024,0.0,0.0,4.1,22.0,3.0807047,0.0,0.0,3.889289,0.7030117,0.0,0.0,0.0,3.0918188,0.0
597,Bluetooth,9372332,23,6.0,721,9372332,fake,229,6.9649725,6.9649725,3.4,52.0,3.2094736,0.0,6.7030363,6.7030363,0.8303997,0.0,0.0,4.89283,7.4659076,0.0
7229,photo printer,1525426,51,1.0,82,1525426,fake,2679,11.0332985,10.1589,5.0,3.0,4.392356,0.0,8.283141,9.109289,0.0,0.0,0.0,7.6046643,6.3943486,0.0
8589,wireless keyboard,1805077,11,3.0,156,1805077,fake,3172,8.698948,8.698948,4.6,25.0,3.5046606,0.0,8.609152,8.609152,0.97398216,0.0,0.0,2.6496973,6.3168817,0.0
4819,big bang theory,3158167,15,4.0,181,3158167,fake,1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,Surround sound,9742882,35,1.0,229,9742882,fake,1410,0.0,0.0,3.6,72.0,0.0,0.0,0.0,0.0,0.5032396,0.0,0.0,2.8831925,0.0,0.0
6456,itrip,9461771,33,1.0,93,9461771,fake,2370,7.7857733,7.7857733,2.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.061189,0.0,0.0
3467,Sling box,9004258,74,2.0,189,9004258,fake,1300,8.905452,0.0,3.7,103.0,0.0,0.0,0.0,0.0,0.748371,0.0,7.5790606,0.0,0.0,0.5
1268,External hard drive,9945474,36,5.0,673,9945474,fake,483,0.0,0.0,3.8,63.0,0.0,0.0,0.0,2.5324934,0.0,0.0,0.0,2.8037384,10.964415,0.0
7836,sony headphones,8964855,10,5.0,192,8964855,fake,2901,9.977982,4.5781116,3.2,240.0,0.0,0.0,0.0,4.5221357,0.9811951,0.0,3.894805,0.0,6.5249047,0.0
4239,Waterproof cameras,2420165,10,1.0,69,2420165,fake,1584,2.8243492,0.0,3.4,8.0,0.0,0.0,0.0,3.7836843,0.0,0.0,0.0,0.0,3.8280199,0.0
2872,Pioneer,1750059,21,3.0,346,1750059,fake,1096,3.8642774,3.8642774,4.6,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.784116,0.0,0.0,0.0
2976,Pretty little liars,2629085,28,1.0,38,2629085,fake,1138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7862,sony vaio,2181322,10,11.0,544,2181322,fake,2914,6.508063,6.5080633,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.894805,0.0,0.0,0.0
170,Acer,2842569,21,3.0,307,2842569,fake,81,4.427397,4.427397,3.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.556845,0.0,0.0,0.0
63,2754104,2754104,28,1.0,30,2754104,fake,16,0.0,0.0,3.8,54.0,0.0,0.0,0.0,0.0,0.0,11.254068,0.0,0.0,0.0,0.0
8444,wacom,9469014,12,4.0,208,9469014,fake,3123,10.103132,10.103132,4.6,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8260765,0.0,0.0,0.0
729,Call of duty,8770895,10,4.0,170,8770895,fake,276,12.208092,12.208092,4.8,97.0,0.0,0.0,8.433324,8.433323,0.021917872,0.0,0.0,0.7221854,0.0,0.0
3207,Router,2210106,27,8.0,985,2210106,fake,1208,4.9909225,4.9909225,4.4,239.0,0.0,0.0,6.871989,6.871989,0.9998599,0.0,0.0,0.0,0.0,0.0
7289,playstation headset,3158734,15,1.0,21,3158734,fake,2702,9.706709,3.9244509,4.5,106.0,0.0,0.0,0.0,6.132072,0.86446565,0.0,0.0,12.14495,3.616487,0.0
6360,ipad,2809771,65,8.0,2846,2809771,fake,2343,0.0,0.0,4.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.150255,0.0
8268,true blood,9253666,21,1.0,83,9253666,fake,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,Laptop,2715258,26,22.0,2637,2715258,fake,809,2.4821148,2.4821148,4.4,102.0,0.0,0.0,3.2001858,3.2001858,0.0,0.0,0.0,0.0,3.1453042,0.0
3829,Tha carter iv,3143987,17,1.0,45,3143987,fake,1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,Lil Wayne,1372886,17,4.0,714,1372886,fake,845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Cameras,2049039,60,1.0,446,2049039,fake,282,2.8243492,2.8243492,4.4,164.0,0.0,0.0,1.611249,1.611249,0.0,0.0,0.0,0.0,3.8280199,0.0
7284,playstation 3,8208389,12,6.0,437,8208389,fake,2700,7.8070655,7.8070655,4.4,139.0,0.0,0.0,11.200357,11.200357,0.023430511,0.0,0.0,8.329994,8.33853,0.0
5775,greys anatomy,9929953,20,2.0,133,9929953,fake,2166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,Diablo 2,4307084,24,1.0,27,4307084,fake,408,11.439854,0.0,4.8,40.0,0.0,0.0,0.0,15.222535,0.03155949,0.0,0.0,13.631212,0.0,0.0
7642,samsung galaxy tab 8.9,3070224,14,1.0,26,3070224,fake,2823,24.651777,24.65178,4.4,111.0,0.0,0.0,0.0,9.996494,0.0,0.0,4.444772,6.067072,0.0,0.0
3767,Switchfoot,3486767,17,1.0,36,3486767,fake,1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7036,net book,2738738,11,1.0,44,2738738,fake,2585,0.0,0.0,3.9,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,Photoshop,1323148,43,1.0,162,1323148,fake,1088,6.685916,6.685916,3.8,29.0,0.0,0.0,3.7354183,3.7354183,0.0,0.0,0.0,5.316999,0.0,0.0
2408,MacBook air,9944942,58,3.0,452,9944942,fake,884,6.9854345,4.0715313,4.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1840672,0.0,0.0
173,Acer,3011201,13,4.0,307,3011201,fake,81,4.427397,4.427397,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.556845,0.0,0.0,0.0
3039,Ps3,3061302,507,1.0,1189,3061302,fake,1148,0.0,0.0,4.5,121.0,0.0,0.0,0.0,0.0,0.9993503,0.0,0.0,0.0,5.2038183,0.75
4005,Triton,9466133,16,3.0,106,9466133,fake,1506,0.0,0.0,3.3,167.0,0.0,0.0,0.0,0.0,0.009673586,0.0,0.0,0.0,0.0,0.0
255,Antenna,9151687,39,5.0,562,9151687,fake,116,7.78551,7.78551,4.1,46.0,0.0,0.0,6.9306517,6.9306517,0.83783823,0.0,0.0,0.0,0.0,0.0
3507,Sony,2204211,20,6.0,958,2204211,fake,1317,3.947624,3.947624,4.1,113.0,0.0,0.0,0.0,0.0,0.9982348,0.0,3.894805,0.0,0.0,0.0
2421,MacBook pro case,2795207,18,1.0,36,2795207,fake,890,11.764743,0.0,4.4,5.0,11.48671,0.0,5.4189835,17.27719,0.0,0.0,0.0,10.189814,0.0,0.0
2006,Juicer,9523777,16,3.0,167,9523777,fake,767,8.512521,8.512521,3.8,9.0,0.0,0.0,9.258034,9.258034,0.0,0.0,0.0,0.0,0.0,0.0
2810,Otterbox,2193848,14,9.0,592,2193848,fake,1063,4.891324,4.891324,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7014966,0.0,0.0,0.0
6216,iPod,1161725,60,4.0,958,1161725,fake,2301,2.9063997,2.9063997,3.9,153.0,0.0,0.0,4.3334846,4.3334846,0.9820471,0.0,0.0,3.644913,4.8351007,0.0
8101,the lion king,2863669,18,3.0,169,2863669,fake,2998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,gears of war,2985153,23,3.0,215,2985153,fake,2140,11.061736,11.061737,4.5,4.0,15.068111,0.0,14.348911,14.348911,0.0,0.0,0.0,0.62623954,0.0,0.0
7553,rock band,1149605,11,1.0,85,1149605,fake,2796,11.503595,11.503596,2.5,0.0,9.748144,0.0,6.870698,8.557976,0.0,0.0,0.0,10.567619,0.0,0.0
4842,blu ray,2004046,10,1.0,182,2004046,fake,1793,10.523153,10.523152,3.9,103.0,8.945485,0.0,11.353823,11.353823,0.0022654177,0.0,0.0,11.563206,12.421371,0.0
2332,Luke Bryan,2953716,12,1.0,20,2953716,fake,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6528,kicker,1685131,12,4.0,289,1685131,fake,2405,5.0815735,5.0815735,5.0,5.0,0.0,0.0,0.0,0.0,0.018869847,0.0,6.736363,0.0,0.0,0.0
8434,voip,2750748,25,1.0,62,2750748,fake,3120,10.838312,10.838312,2.5,0.0,8.569779,0.0,9.96723,9.96723,0.0,0.0,0.0,9.13744,0.0,0.0
7454,psp,9175082,116,1.0,386,9175082,fake,2751,4.512094,4.512094,4.6,120.0,0.0,0.0,8.619887,8.619887,0.0,0.0,0.0,5.485935,7.430498,0.5
6129,iPad smart cover,2343139,13,1.0,26,2343139,fake,2277,13.776554,3.055418,3.6,49.0,4.562589,0.0,0.0,13.319325,0.0,0.0,0.0,12.820505,6.5829754,0.0
5890,headphones,9836718,39,3.0,1102,9836718,fake,2201,3.7329726,3.7329726,3.9,169.0,0.0,0.0,4.278115,4.278115,0.9722764,0.0,0.0,0.0,6.5249047,0.0
3963,Touchstone,2842056,12,2.0,77,2842056,fake,1492,0.0,0.0,4.1,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8663,xbox 360,3107795,29,6.0,574,3107795,fake,3191,7.1845803,7.184581,4.8,44.0,0.0,0.0,10.859512,11.640494,0.30190518,0.0,0.0,16.322042,11.586849,0.0
1879,Internal hard drive,9172799,14,3.0,131,9172799,fake,720,11.004803,4.9881973,4.5,99.0,0.0,0.0,0.0,8.123089,0.9835783,0.0,0.0,3.2949166,12.888618,0.0
